,_unit_id,airline_sentiment,text
1092,681449845,negative,"USER-MENTION it was ua381 on 14 feb. point is, overselling flights= bad. making people wait 1hr while you kick them off after boarding is worse"
1093,681449847,positive,USER-MENTION that's brilliant thankyou so much. is it classed as part of carryon?
1094,681449849,neutral,USER-MENTION what gate is ua5396 leaving from?
1095,681449850,positive,USER-MENTION thank you for listening to my compliant and doing the right thing. i appreciate you working with me
1096,681449852,negative,USER-MENTION we've been here since 3am and you've cancelled flightled our flight twice
1097,681449854,negative,USER-MENTION no chance i wait in ord all afternoon for another flight after you screwed me. hold 5396
1098,681449855,negative,USER-MENTION ua5396 can wait for me. i'm on the ground trying to get to the gate after we were moved to b. this is crap.
1099,681449857,negative,USER-MENTION from mex nrt (dates tbd) but i'm getting a 200 to 300 usd difference in my quotations through september when compared to mex bkk
1100,681449859,neutral,USER-MENTION fails again. USER-MENTION saves the day.
1101,681449861,negative,USER-MENTION better just keep connection from ord to fwa that boards in ten minutes open until i get off the plane that just landed an hour late flight
1102,681449863,negative,USER-MENTION is there a united gold number? i've been on hold 24 minutes and think i may be lost in nowhereland. have a gold reservation. help.
1103,681449864,positive,USER-MENTION great! i'm ready to go home.
1104,681449866,positive,USER-MENTION wow you even answered back! awesome! USER-MENTION USER-MENTION that's customer service!!! usairwaysfail
1105,681449868,neutral,USER-MENTION it's not my first time flying to the us. i have medical info. looking for practical like my adapted seat cushion allowed on?
1106,681449869,negative,USER-MENTION noooooooooooooooooooooope.
1107,681449871,negative,"USER-MENTION oh, we are sure it's not planned, but it occurs absolutely consistently, it's usually the only yyj flight that's cancelled flightled daily."
1108,681449873,positive,USER-MENTION USER-MENTION : outsource it all united airlines your customers are just loving you for it. outsource. outsource. outsource.
1109,681449874,neutral,"USER-MENTION hi, im flying sfo-lax-sal-clo. my connecting time in lax is 1h45m. is it enough time? do i have to collect my bag and recheck on av?"
1110,681449877,positive,USER-MENTION thank you! you need to follow back tho otherwise i can't dm you. x
1111,681449879,negative,"USER-MENTION it's not getting any better. i'd suggest you get a senior manager to this gate , then retrain these gate people"
1112,681449880,neutral,"USER-MENTION states faundation was by faith judeo cristian,USER-MENTION it was by ideologias.@ URL"
1113,681449882,negative,USER-MENTION USER-MENTION : nothing like supporting your own mechanics and maintenance workers instead united puts out a video of timco doing wifi.
1114,681449884,positive,USER-MENTION just sent! thanks emo-pos
1115,681449885,negative,USER-MENTION already missed connection ugh
1116,681449886,negative,"USER-MENTION USER-MENTION : sure show a video of your outsourced favorite timco, who has a knack for doing substandard maintenance work on aircraft."
1117,681449887,negative,USER-MENTION how do i formally complain about your customer service handler who misconnected me. i was denied boarding &amp; i now lost my bag. help!
1118,681449889,negative,USER-MENTION there are a lot of unhappy cold people on the bridge in freezing temps for an hour. not given any info.
1119,681449891,negative,USER-MENTION flight 3763 iad-sat. we're on the outdoor track for an hour
1120,681449892,negative,USER-MENTION - seriously it's 2015?!?! no wifi on a 5hr flight from cle-sfo 1589. you're the only airline w/out wifi and pls no 'unwind' bs.
1121,681449894,negative,USER-MENTION u would not be able to rebook me to get home any sooner than a now 2hr delayed flight. linesforever customerservice fail again
1122,681449896,negative,USER-MENTION you're the reason this whole travel experience has been a nightmare
1123,681449897,negative,USER-MENTION what a pointless tweet. at least USER-MENTION asked me to follow them to try and resolve
1124,681449899,negative,USER-MENTION that's not even an apology
1125,681449901,negative,USER-MENTION that's cool - now what?
1126,681449902,negative,USER-MENTION - seriously it's 2015?!?! no wifi on a 5hr flight from cle-sfo 1589. you're the only airline without wifi
1127,681449904,negative,USER-MENTION b4 boarding this attendant took his shoe &amp;sock off at the desk and showed other agents his foot. so gross. URL
1128,681449906,neutral,USER-MENTION are you able to see if there are seats open on another flight??
1129,681449907,negative,USER-MENTION unitedairlines so is it 6:20 pm or 12:20? ord abq 3709. i can't even take a walk without missing a change.
1130,681449909,negative,"USER-MENTION hopefully my baggage fees will be waived tomorrow when i actually get on a flight, as well as compensation for my hotel room"
1131,681449911,negative,"USER-MENTION either is fine. however, plundering my hard-earned dollars is not fine."
1132,681449912,neutral,USER-MENTION USER-MENTION hahaha. at least they gave u a refund.
1133,681449914,negative,"USER-MENTION your sfo-yyj fight is cancelled flightled several times each week, why even bother?"
1134,681449915,negative,USER-MENTION and now while waiting for new pilot the door on plane broke. why am i global services status on an airline that's unsafe? stunning
1135,681449917,negative,USER-MENTION how do i get reimbursed for hotel and taxis for the cancelled flightation?
1136,681449919,negative,"USER-MENTION awesome flight crew on ua1589, re the plane, the jurassic period called and they want their dinosaur/plane back!"
1137,681449921,negative,"USER-MENTION in 2015, united is ""unable"" to look up a flight reservation by passenger name at the yyz check-in counter - wow smh customerservice"
1138,681449923,negative,"USER-MENTION e-ticket # 0162389030167, refund request # 16866853, case id # 8465981"
1139,681449924,negative,USER-MENTION been on the phone for over an hour with customer service and they can't figure it out! awesome service not!
1140,681449928,negative,USER-MENTION you really know how to piss people off. your farelock option is fake!
1141,681449930,negative,"USER-MENTION last week shanghai to sfo 858 delay 5hrs bc of engine. today sfo-sea delay to ""sick pilot"". no compensation. they do. not. care."
1142,681449932,negative,USER-MENTION only thing confusing me is why i lost priority boarding? i'm a mileage plus card member
1143,681449933,negative,USER-MENTION we're hoping to hear from you actually.
1144,681449935,negative,"USER-MENTION shes been rescheduled for today, but with the frigid cold, being a possible reason for ""maintenance"" it could be the same issue 2day"
1145,681449937,negative,"USER-MENTION it's the fact that an international should not be with out her bag and no sense of what's going on other than ""maintenance""."
1146,681449939,negative,"USER-MENTION b) i contacted you directly, and the phone service was laissez faire at best. the problem isn't a cancelled flightled a flight."
1147,681449941,negative,"USER-MENTION a) she's an international. her phone is on the fritz, i had to get to chicago from nearly 4 hrs away to figure everything out."
1148,681449943,negative,"USER-MENTION sorry for the delayed response. it was ua 381 chicago to san fran. held up for almost an hour on the tarmac. also, lost my bags"
1149,681449945,negative,USER-MENTION okay thanks if you could please update me. i was told at the airport someone would call me today but they haven't.
